total_rooms,population,households,median_house_value
5121,2568,758,148100
1034,478,155,241100
2634,1402,432,175700
2655,1277,422,213800
2054,934,336,219300
2193,1148,372,191700
1144,626,178,151600
1357,695,224,157800
1732,999,305,160200
1314,712,219,144600
1554,793,233,156700
2756,1986,530,82000
980,659,183,170100
1708,687,378,155400
1403,901,290,104600
1768,1005,420,88300
6125,3077,953,134600
2475,1703,517,86100
10505,6002,1694,121200
5665,3422,1299,97800
1378,818,262,100300
1787,988,301,96200
1215,787,233,95900
5666,3139,1131,108900
4446,2499,884,103600
39320,16305,5358,153700
1605,1966,250,162500
1441,629,249,137500
1212,569,256,72900
1396,630,218,92500
1906,996,314,136800
910,429,212,52800
1395,700,244,162500
4896,2150,905,89700
3610,1734,559,374200
2471,1753,451,293800
2049,1230,336,265900
3359,1862,651,193600
1019,602,169,210000
3416,1862,595,241500
1345,731,217,363300
1613,1617,342,146200
440,389,94,225000
1708,1474,372,145900
2666,1768,555,157300
1860,1215,367,136500
2352,1430,535,155300
1771,1105,338,192200
1256,910,255,145400
4115,2903,747,192400
3769,2061,648,217600
1996,1023,358,243000
2625,1487,481,221200
3658,1951,600,216000
3701,1749,654,207900
1644,1143,331,180400
1626,677,304,170800
516,288,95,202500
4609,1660,720,290500
2638,1289,357,336800
395,166,52,100000
1691,618,239,225000
22128,10450,3258,289600
556,179,54,500001
5622,3108,821,206700
9662,2497,856,292400
9755,4662,1583,254900
13290,6931,2023,187800
10856,6474,2199,137200
8301,3941,1236,252200
984,364,119,426900
1092,457,190,184200
1437,724,262,140200
1979,1117,389,107300
1719,1098,324,121800
1276,1216,316,134300
1840,1187,357,129200
4255,2129,730,142500
3222,1970,550,131000
4055,2470,753,136000
4136,2026,788,128200
1948,1286,364,139300
4674,2769,784,137300
1552,1326,303,128400
873,649,198,114400
1881,1337,417,144000
2054,2271,564,150000
732,431,132,95300
2127,1970,534,91300
1859,1070,374,187500
1875,1055,363,128900
2834,1815,471,162500
1458,912,331,160400
2281,1545,481,130500
2220,1662,472,104300
1841,1243,394,107000
4459,2028,881,182600
5301,2870,984,163000
1950,1054,312,222100
4098,1859,713,231800
2902,1652,479,161800
1781,860,256,236800
2340,1213,388,213000
4363,2410,666,179700
3761,2335,648,225400
707,561,129,111600
4905,2711,762,193100
12689,7343,2230,157700
3467,2163,676,164400
8561,4861,1450,165500
2859,1946,591,124300
6374,3690,1350,162500
7326,5718,1538,123500
2598,2170,518,95600
1033,486,204,213500
3430,1284,438,360100
2896,1165,379,392900
4082,1996,580,286300
4791,1871,659,277000
3628,1488,463,325000
1692,857,251,310500
2524,965,285,395500
2196,949,289,354000
2915,1271,354,345400
2846,1221,355,304100
3229,1289,407,307100
3162,1145,473,191700
3995,1523,509,254100
2272,933,305,390500
3877,1815,490,406700
2121,913,302,255900
3006,1291,406,242700
4323,1479,663,226800
3605,1682,480,202900
2927,1710,623,176600
2129,932,379,146900
2674,1404,456,165600
2427,794,491,119300
2181,1133,350,259400
3190,1414,464,208600
3853,1726,497,251100
3445,1635,580,230500
2298,1071,369,239000
2788,1140,385,233500
3759,1722,847,137500
7392,3841,1621,163000
1263,601,219,174000
2969,1326,573,155700
1688,622,322,136400
1971,939,358,145300
1855,1109,536,150000
1461,1014,345,106000
1547,773,316,148800
4418,2417,1094,101000
1151,593,188,166300
2462,1117,458,162500
1426,954,319,151500
2446,1209,412,145600
3216,1655,524,158800
1869,831,262,243900
2561,1204,435,192800
4799,2554,1057,122800
3557,2251,765,114100
2839,1822,631,121300
1214,701,294,116300
1526,831,326,115800
2808,1444,550,139300
5662,3067,1055,137300
2459,1230,498,137200
1840,1278,368,123400
2626,2204,647,135000
1775,1067,302,121300
2621,1074,391,166400
2750,1410,483,144900
2454,1165,504,139600
4043,2174,859,114900
2072,964,395,137000
2081,1008,375,138100
1485,623,261,141000
3659,1773,615,157200
2576,1284,428,130400
1970,1036,391,122800
2264,1031,437,144300
1609,624,242,158200
1254,729,253,118000
1987,1369,475,122600
1810,1257,354,111700
2650,1537,495,106700
4061,2884,734,127000
1372,1047,225,116300
3490,2818,688,126200
3271,2259,566,132000
2626,1678,557,111800
2801,2064,529,136000
3550,2229,681,128800
1945,1483,383,135500
2000,1503,426,144000
4427,2400,843,158700
2700,1432,449,159800
2501,1182,591,113200
1041,558,231,117200
465,349,138,112500
6009,5110,1389,128900
2787,2647,693,98100
2450,1823,536,111200
1644,1269,355,108300
1592,1182,365,110400
1405,1489,336,91800
1171,1479,334,90500
763,851,198,79200
637,590,147,85700
1210,1294,303,88300
2341,2138,523,104000
960,831,222,108600
5129,2533,949,113600
3260,1973,535,162000
2081,1332,356,147600
2644,2021,511,147500
3393,2039,611,151000
3657,2079,663,159900
2833,1717,589,167500
2295,1284,378,194300
1543,776,358,99700
574,321,103,186500
2107,1138,389,159100
2137,1151,352,185500
3042,1516,475,178500
3358,1690,482,207900
4420,2373,858,149100
2360,2623,592,100000
1129,1378,268,96900
1407,1684,350,95700
2050,1044,371,137000
1801,2556,484,102500
3194,2088,549,159100
4887,2637,831,158000
4864,2780,723,175400
4265,2280,589,195100
3942,2240,621,176000
2040,1207,324,164100
1791,1219,328,170300
2103,1305,356,160400
1499,918,239,175400
883,1007,210,103600
4116,1785,745,150200
5616,3019,782,202300
248,119,42,416700
352,99,34,500000
63,25,7,275000
1005,513,149,181300
1387,855,270,201100
1225,717,204,225000
447,2886,85,183300
7544,2801,1001,245200
12806,4249,1499,343100
6135,2795,781,225200
17577,7766,2473,181800
2114,1463,399,131500
2455,1094,327,191700
11965,4436,1296,191700
718,119,50,315000
5710,2874,886,206300
9467,3819,1122,361400
11818,5499,1600,231700
13556,5669,1668,311500
15809,7363,2410,245600
8416,4308,1341,164600
6709,3954,1161,156900
20263,9716,3744,169600
11635,6443,2009,157600
6025,3360,1028,155700
6956,3455,1228,178700
5351,2988,1101,181300
18956,10323,3832,132600
3646,1987,895,139300
6360,3359,1396,127800
754,746,185,100800
2401,1757,500,120400
2152,1083,441,118800
3443,2130,564,161400
1463,881,245,152500
5998,3182,1042,174800
6933,3845,1285,158900
5605,4028,1145,116400
2185,1379,458,103000
11587,5804,1705,141900
5954,3567,1070,134100
5058,3388,878,119000
714,381,119,116100
10565,5690,1555,141000
908,667,203,93500
1759,1064,328,108800
4711,3310,988,101600
3170,2612,580,99200
1650,1124,290,98600
2287,1796,503,90600
3830,2767,702,120700
3155,2482,642,113400
1922,1565,340,117400
1834,1253,357,106400
1017,568,187,112500
2532,1305,436,143100
2831,1582,435,195600
1379,884,229,125000
1483,660,194,207700
3958,2456,666,154700
3428,2158,632,143400
6034,3527,1098,143700
12870,5820,1759,147300
10804,5221,1482,161400
12156,5020,1524,149200
1769,1778,251,181800
193,312,76,137500
6356,4052,1164,121700
4288,3156,900,105800
5571,4048,1154,91100
4261,2319,702,111900
3977,2231,742,115400
1345,834,290,99500
4109,2544,780,109800
1898,971,366,89900
1614,926,349,95100
3477,2541,753,97400
3598,2588,781,113800
5024,3208,981,116400
3193,1750,523,128300
2300,1312,444,127700
3207,1582,538,127400
3172,1621,573,120200
4460,2657,839,127500
4563,2475,1019,121700
3465,2292,628,113500
2453,1503,500,95300
6758,3204,1279,105500
4937,2204,812,92000
3622,2503,720,105400
1541,861,299,95600
3300,1896,572,130600
1362,776,253,102000
3999,2602,760,105500
1933,1443,376,128100
2987,1821,485,138900
1140,627,206,132700
1497,894,275,96300
3179,1878,661,101200
7184,4862,1235,103800
1000,572,230,112500
2228,1316,370,119800
2903,1844,510,112900
2681,1621,459,118500
1326,722,263,107800
1893,1054,389,140800
5959,4115,1088,105200
5059,3253,801,140500
3955,2184,725,127600
3616,2131,593,95500
2029,1190,437,115000
5684,3095,1036,112600
1156,910,234,122400
50,60,16,262500
8866,4775,1554,125800
6190,3615,963,133200
5736,3528,932,130700
1966,1118,323,122700
1387,664,239,96800
2879,1661,554,88100
2087,1270,423,86100
3404,1656,675,91300
5640,3157,887,126500
2969,1555,503,107100
3190,1614,512,118200
5877,3114,1002,133200
3920,1862,552,132000
2819,1683,608,87600
2587,1227,489,88600
1904,1366,338,92800
3139,1612,516,112300
5451,3533,940,101600
1906,1550,338,81800
2919,1841,564,96400
2991,1729,537,146800
1905,1480,341,79200
1606,1049,335,72700
1473,1196,312,67800
1691,1457,329,66600
1646,1296,351,69700
1834,1198,348,81600
2699,2086,551,84500
1717,1054,279,73400
1837,1430,344,70400
2868,2055,563,70500
2210,1752,477,66400
933,838,211,69000
2335,1214,311,93200
3009,2317,659,72400
1494,991,280,70600
331,341,107,70300
1462,1208,324,68100
1229,994,270,67300
1703,1356,363,70400
1008,568,196,105600
2912,2188,518,90600
2104,1578,365,88400
11827,6640,2299,103800
5983,3255,1150,111500
9269,4916,1519,133200
774,489,136,221300
1160,543,188,164300
889,439,141,155000
3106,1396,576,122200
3728,1765,727,86800
4174,2127,778,88300
2685,1304,420,111100
2483,1172,438,89700
2795,1650,569,87100
5661,2943,1162,106500
2526,1176,381,137100
1068,999,188,109000
2914,1584,499,124900
4718,2564,1056,119900
3616,2189,620,106300
711,316,152,131000
5747,2578,1147,122200
1607,608,260,115000
740,332,138,88000
961,509,182,85500
1781,841,320,89000
1487,972,281,86100
2011,1190,403,89400
2037,1195,391,96000
942,401,174,90800
1287,1047,269,65500
1127,971,249,64800
1412,1127,351,70900
1622,1296,362,68500
1076,773,224,66400
525,444,120,67000
1208,1225,317,64000
851,731,190,64900
1105,816,197,64100
1457,1238,341,68100
589,504,137,63400
2899,2406,655,69500
2053,1737,463,78800
801,711,183,59700
1051,745,243,75200
1336,1009,311,73700
2894,1151,446,159700
1734,604,259,122200
1981,796,344,97400
1811,856,352,97000
2458,1135,453,99100
2469,1068,501,122100
2028,972,398,90700
2170,815,401,135000
2364,968,416,93300
1683,646,256,97300
1820,757,324,102600
2190,1214,493,81900
1598,771,319,82900
1717,610,267,97600
1989,805,341,90000
1454,761,248,88100
2469,1363,517,77100
2077,1418,524,76800
1859,968,333,79500
2424,1171,455,77900
2991,2378,751,70600
2198,1517,531,65800
2337,1238,467,75800
2115,1532,494,71500
1018,736,215,66900
2456,1653,512,66100
1648,1308,385,68200
1369,1046,274,72100
1629,1581,394,63500
1498,1586,455,70800
2014,1714,612,78800
2426,1920,586,68000
1573,1258,359,69500
1204,844,424,71300
1451,1178,330,68300
60,76,13,75000
376,273,107,90800
567,387,138,73300
1516,596,255,159400
1709,744,274,116600
2707,1595,479,91500
1770,990,348,97600
2271,1100,380,88300
3538,1715,663,98000
1937,945,344,123700
30,49,8,250000
7935,4523,1791,88800
5163,2680,1141,114500
3795,1742,585,96400
1517,658,245,97600
1490,705,253,95300
2898,1374,487,90000
2498,1291,487,83400
2403,1234,493,72100
3521,2256,721,87500
2209,1314,562,78800
1298,793,268,83800
3337,2388,589,87800
861,381,138,88200
3107,2160,643,72600
2910,2011,614,70800
2896,1514,668,70200
954,943,256,87500
2173,1509,486,67700
1210,850,238,59300
567,565,150,62900
3904,3688,896,78000
1960,1681,435,84500
2240,1394,396,86700
2267,1175,403,95200
2086,1355,412,89200
1851,1100,377,90500
1380,730,264,93700
4924,3502,953,99400
1585,1347,368,75300
1129,1034,237,78600
1359,786,244,85500
1308,576,244,84000
1226,693,272,76900
802,564,131,63500
613,431,130,73100
530,390,124,67000
732,486,139,68200
755,625,152,65000
476,476,91,73100
1697,1181,352,74600
2011,1528,469,69900
2936,2024,676,70900
971,592,207,84000
953,611,230,81500
7423,4092,1789,88300
1837,727,336,116700
1582,825,259,106300
2481,1188,385,134600
2785,1310,536,149500
2155,1039,391,95800
4672,2534,1046,115700
1971,1336,423,111500
1658,868,304,136700
1779,1006,293,123100
2342,1264,382,123700
3853,1685,669,122400
1966,786,302,134500
1199,629,207,151600
1634,899,285,129300
8185,3630,1466,197700
848,737,169,79300
1093,856,212,73000
2981,1784,573,85800
3067,2140,687,78800
418,401,120,82100
3362,1520,496,214500
5761,2763,1058,161100
1703,849,359,138200
5258,3780,1404,85700
4503,3264,937,93000
5009,2948,963,106500
1775,726,222,223900
4289,1981,705,165100
3603,1782,718,93300
5036,2084,833,137200
2577,956,472,129400
2383,1301,488,107500
3847,1621,630,128400
2041,936,375,140200
1613,811,267,140700
2524,1139,362,159300
1859,747,256,173200
2647,989,479,160000
1920,890,323,144800
1203,594,187,87500
3774,1913,620,98900
4464,2364,952,81600
1145,726,251,68700
5951,3204,1159,110200
3998,1509,665,126700
2457,1538,507,82500
3037,1834,575,92900
3532,1681,590,113900
2654,1822,593,72300
1920,1161,358,73200
1162,995,244,81300
1439,699,310,73500
2170,1425,472,78300
2512,1390,523,77200
2972,1972,532,80400
1677,1021,339,90900
1245,692,234,89400
1757,905,281,90900
2167,1174,358,97700
5749,2382,1088,143100
3065,1440,666,129200
3867,1275,433,164400
96,46,14,162500
15695,6080,1920,173900
2243,1464,379,90300
2467,1567,494,84700
4458,2392,773,126500
1258,752,264,97400
1306,885,255,75300
1347,799,276,112500
1953,1284,414,85100
699,432,168,81900
1467,1316,339,72800
2374,1772,455,72500
954,533,239,100000
6107,2805,1444,102700
3436,1323,676,122300
4007,1576,696,149300
1766,753,278,140700
1820,601,315,137000
1949,767,392,117600
1688,808,298,117800
3007,1252,488,134600
1587,676,234,173400
1762,1132,279,153200
3063,1570,419,224700
2904,1250,664,137500
2492,1003,369,152800
2223,942,331,152400
2513,900,320,182400
856,395,145,381800
5306,2630,925,135800
6573,2904,1202,108000
1473,842,257,138100
1852,906,298,129800
5542,2506,806,162000
3057,1154,460,141100
3670,1815,634,127400
2634,1173,372,204100
1442,633,230,162300
3215,1411,435,149900
2877,1141,474,121500
2845,1172,377,283100
2101,1997,412,117200
2285,1412,541,94300
7561,2909,1012,269600
2832,1033,385,237200
5305,1818,676,217100
4583,1760,638,230600
106,27,12,131300
6260,3132,1189,103000
281,151,52,120800
3078,1341,486,163200
2405,1342,514,86900
45,39,14,500001
2495,1071,405,146600
5764,1876,841,173200
3784,1615,525,220300
4415,1627,619,191600
3909,1884,665,121000
5592,2419,840,135200
2290,957,274,316700
3967,1518,698,111800
4144,2127,772,96000
3862,2082,652,115700
3111,1453,538,122800
3912,1926,762,116300
3098,1351,614,106700
5484,2645,1131,116700
4663,1851,1116,103500
3009,1200,626,104600
1945,859,418,126200
3501,1860,681,113500
3375,1760,699,92000
3474,1674,691,98300
7922,3431,1329,40400
8193,6852,1597,35000
8884,3767,1334,140200
4264,2005,666,138800
2884,1396,465,119600
6068,3094,947,130900
6712,3126,1026,126500
1319,486,196,84900
5445,3220,1214,69500
859,541,181,57900
755,483,165,64700
2964,1853,609,73400
2949,1620,530,83300
3940,2140,711,91300
7052,2197,810,167100
5210,1301,464,176900
1529,688,256,108000
1578,872,322,153100
2718,1472,509,76600
2181,1404,492,55500
1199,782,296,61600
2828,1762,736,59600
2194,1326,515,72000
2637,1188,446,69400
2599,1332,443,70400
3111,1530,608,69300
1884,1052,353,66800
1199,665,229,62000
4787,1944,806,98500
8414,5146,1517,92500
1613,765,300,110400
3026,1349,485,111200
2251,855,315,104100
2372,1017,322,170900
4055,1458,478,170600
2125,1067,360,116200
4201,2378,808,92200
4460,2225,840,94100
265,186,55,64800
3561,2156,659,86900
4998,2764,891,101900
2449,1217,408,109900
3103,1283,464,151600
3200,1522,470,142200
5756,2158,758,167800
4379,1720,595,148400
5841,2455,915,158200
12526,6133,2324,119200
4476,2255,735,118500
5151,2896,897,90800
3772,2097,635,98500
1643,1196,406,64100
1174,1161,328,56500
2546,1338,487,85400
2299,1259,441,79900
279,188,60,91700
5904,3489,1063,92800
3781,2044,685,97100
5667,2447,1199,103100
2163,1174,362,98000
3293,1678,530,98300
16533,7588,2285,122100
4493,2335,779,74300
3072,1283,604,115600
2704,1611,597,82300
4676,2845,812,100400
2443,883,465,116700
4584,2049,918,93400
7689,3804,1399,111800
4627,2739,846,93100
2045,878,292,194100
2344,846,314,174500
1794,690,271,165300
4632,1851,694,163100
3567,1133,419,302600
3682,1606,668,119700
2105,960,396,118200
5934,2756,1239,108300
3572,1876,507,105100
6042,3031,991,124400
6988,3660,1092,125700
2404,1074,359,151900
3019,1639,582,103400
2032,1038,344,120100
3684,1767,585,113500
3579,2216,630,100500
1703,847,266,123400
7151,3527,1170,129700
6246,3883,1264,98200
1731,1056,312,104000
5130,3126,1046,71900
11810,6716,2081,95600
5083,2541,856,121400
5983,3515,1064,102000
5643,3166,957,93300
4597,2534,776,99300
6463,3213,1031,108800
4527,1640,590,81700
1321,754,226,67500
208,132,56,75000
807,246,102,40000
3149,1281,486,64700
9975,6835,1439,22500
8796,11139,1680,137500
4256,1403,686,81000
452,184,59,65800
2352,1217,481,55400
1969,805,349,62300
1880,994,425,54200
1808,735,320,57400
4203,1756,695,60800
6438,1586,691,67400
1247,433,159,75000
8502,2330,991,51300
6928,2568,1075,69600
1867,758,321,98100
4985,2517,954,65000
5583,2709,964,73300
5584,2250,1158,72400
5473,2581,1098,65300
6683,2677,1227,84000
4855,2098,765,97800
5648,2524,1008,78000
2104,841,320,116300
