year,mileage,tax,price
2017,21400,145,16450
2017,19980,145,51950
2019,5401,145,31100
2019,9076,145,27900
2019,7601,145,26250
2019,12236,145,25250
2019,4797,145,22750
2019,11286,145,19900
2019,8012,145,32900
2019,6647,145,24900
2016,42203,20,13295
2019,26,145,39900
2019,4601,145,24250
2019,2200,145,26750
2019,1793,145,28595
2019,9756,145,31750
2019,4896,145,35900
2016,27306,125,15945
2017,28241,145,27895
2016,27272,200,19445
2019,5485,145,29900
2019,9391,145,25895
2019,14850,145,24990
2017,16583,145,21495
2018,11548,145,21395
2018,5092,145,33795
2019,3249,145,35295
2019,12464,145,28795
2018,7943,145,23295
2017,30085,145,24895
2016,22855,125,20445
2019,7601,145,31490
2019,7836,145,21690
2019,9021,150,21495
2019,6501,150,21495
2018,26974,145,29850
2019,3143,145,36845
2019,4888,145,37440
2017,14794,145,29745
2019,9598,145,36450
2018,21248,145,26945
2019,3000,145,34990
2019,7533,145,35245
2019,4000,145,28895
2017,22653,145,13400
2019,6000,145,44450
2016,16828,200,34750
2019,4799,145,30990
2019,84,145,32790
2019,1954,145,22490
2019,3669,145,32750
2015,37236,160,19400
2017,25100,145,26450
2018,27431,145,25950
2019,10301,145,30750
2019,10566,145,30750
2018,29535,145,19895
2018,18818,145,26295
2018,15061,145,19495
2020,7500,135,32495
2019,5295,145,26695
2020,1500,150,109495
2016,22750,0,11991
2019,6000,145,19795
2019,4500,145,32195
2019,4000,145,26895
2019,4000,145,31295
2019,6500,145,30495
2017,21055,30,18450
2019,8293,150,44990
2019,2893,150,32690
2020,310,150,33450
2019,4500,145,59450
2019,2000,145,46450
2020,2500,145,31495
2019,11001,145,25900
2019,9508,145,21150
2019,6159,145,22150
2019,5000,145,25750
2019,9000,145,29750
2019,5000,145,23750
2019,9500,145,22400
2019,5000,145,31250
2017,8129,145,16990
2014,18753,20,10490
2013,87909,125,7495
2016,56900,145,16666
2017,7620,150,14440
2019,8424,150,24425
2017,12079,150,20445
2017,16669,150,21945
2017,32585,240,25950
2016,28454,150,20950
2020,705,145,48850
2019,4105,145,26990
2019,4740,145,31990
2019,14385,145,28445
2020,3000,145,35895
2020,4000,145,53900
2020,4200,145,41900
2020,1000,145,48895
2020,1000,145,23795
2020,1500,145,61795
2020,1500,145,25895
2017,69000,20,12650
2017,31078,145,19495
2018,11799,150,13995
2014,25440,150,14995
2016,28585,125,15500
2017,18203,150,21888
2017,10091,150,21444
2017,39913,150,18444
2015,30431,125,15888
2016,39967,125,15800
2015,49363,30,17950
2018,14569,145,22888
2019,4000,145,27000
2019,3000,145,29745
2019,3000,145,18940
2019,3000,145,37295
2019,4000,145,42800
2019,4000,145,28000
2019,2812,145,34450
2017,21916,125,18244
2017,9362,150,14380
2017,21675,20,15990
2016,11150,30,17888
2019,3708,150,24991
2015,42000,30,11995
2014,30000,145,14495
2016,28000,200,22995
2015,24000,20,14995
2014,33000,20,10895
2016,38000,165,16490
2015,60457,300,26995
2017,36354,200,24780
2017,18254,145,19460
2019,6780,145,23444
2019,6989,145,19990
2017,21178,150,19888
2016,26000,30,13888
2017,6829,150,13766
2018,9641,145,47895
2017,11000,145,27495
2016,12512,20,16895
2016,17550,200,22495
2016,41581,205,20888
2018,25062,150,62790
2019,6498,145,30444
2020,4186,145,36888
2020,4394,145,53990
2016,35496,150,18888
2017,48201,150,17888
2019,14687,145,45450
2017,29530,30,20450
2017,28502,30,13195
2019,6000,145,36900
2017,20661,20,12970
2019,14721,145,23788
2019,7805,145,29990
2020,1500,150,73495
2016,8325,150,21795
2014,31650,150,13495
2019,7594,150,23690
2019,5799,150,33790
2017,14417,0,19495
2017,12033,20,15495
2017,16000,145,19895
2017,15955,145,51895
2019,3679,145,24895
2018,11986,145,28950
2019,3481,145,26990
2020,3000,145,26990
2020,3000,145,26990
2020,3000,145,31246
2017,16307,235,19250
2019,6671,145,36681
2017,24498,145,20000
2018,30569,145,30990
2017,23525,20,15750
2019,9100,145,26295
2019,4500,145,34495
2019,2500,145,35495
2019,6000,145,23900
2019,6000,145,27895
2017,22668,145,35950
2019,8445,145,26896
2016,29241,200,19990
2019,6134,145,25990
2019,5257,145,23888
2019,4520,145,21444
2019,2249,145,42888
2019,4894,145,23980
2020,3000,145,21946
2020,3000,145,26945
2018,11500,145,21446
2019,100,145,20746
2019,100,145,19946
2017,27000,145,33946
2019,1000,145,39945
2019,6128,145,22990
2019,4100,145,21990
2019,7052,145,19560
2019,1626,145,27761
2017,28368,145,19250
2017,10255,145,25444
2016,38812,160,17750
2019,8445,145,25444
2019,5310,145,22990
2020,3311,145,22990
2020,2004,145,19250
2016,21577,20,15990
2018,15957,145,17650
2017,36537,300,45690
2019,3140,145,24444
2019,3188,145,23237
2017,7251,30,19500
2019,6129,145,26999
2017,11966,145,20000
2015,34343,20,13375
2017,52286,145,12525
2017,33249,235,25750
2018,26693,145,24825
2017,41293,20,17250
2019,2500,145,31425
2020,1500,145,24888
2019,7419,145,26888
2019,1366,145,22888
2019,4576,145,22990
2019,7481,145,27000
2016,17230,145,16990
2018,14682,145,16990
2016,45258,20,12875
2017,25974,145,17600
2018,22929,145,24475
2018,28041,145,24675
2017,37424,20,17175
2017,41672,20,17875
2018,25208,145,20800
2017,23581,145,15950
2017,28692,125,16200
2018,27601,145,23950
2018,27953,145,22400
2018,34733,145,24475
2017,24247,160,20700
2017,14883,145,25650
2017,75882,145,16725
2017,21253,30,20500
2018,15892,145,27525
2017,34251,30,19175
2017,29163,160,20275
2019,2500,145,27450
2019,5950,145,26450
2017,17266,145,21946
2019,6255,145,35490
2019,500,145,23946
2019,2500,145,36990
2020,3000,145,21746
2019,5500,145,31946
2019,1348,150,22690
2020,2500,150,34746
2018,11775,145,30450
2017,34425,145,18400
2017,24285,145,16725
2017,24994,30,19425
2017,22164,20,18925
2018,17269,145,19900
2016,35359,145,16600
2017,11754,145,19025
2016,40264,125,13700
2017,9500,145,14995
2019,8852,150,21690
2017,27073,20,14975
2017,25144,200,21000
2017,54653,145,20725
2018,38625,145,27850
2017,36792,20,12575
2017,28630,20,17850
2017,34907,235,28450
2017,39234,30,15525
2020,3000,145,26990
2019,12927,145,23490
2019,15039,145,29890
2019,7000,145,58450
2019,2500,145,31245
2019,3000,145,26746
2019,1000,145,19450
2017,24140,145,23125
2017,41748,145,20750
2017,36627,145,18950
2018,31945,145,26125
2017,26048,145,16000
2017,34132,30,21150
2017,31585,145,12975
2017,47380,200,33075
2016,29954,20,12000
2017,38555,20,17800
2014,52140,145,13350
2013,46022,200,13025
2016,33833,30,15400
2017,16048,145,24075
2016,33833,30,16025
2017,21212,145,25300
2017,45029,30,19225
2016,27969,160,19700
2016,39551,145,17325
2018,46415,145,16300
2017,29372,0,11225
2018,24111,145,21000
2017,36044,30,18450
2017,11368,145,20250
2016,61191,20,14175
2017,8014,30,19325
2017,53222,30,16625
2018,16217,145,20175
2017,28619,145,22075
2015,13862,145,15997
2016,38541,145,16495
2018,10697,145,19999
2017,26970,145,16150
2017,26598,30,15700
2018,25126,145,22875
2017,24817,125,18350
2017,49524,30,17875
2018,37377,145,22225
2017,24256,145,19700
2017,49095,30,17575
2018,16523,145,26800
2016,29985,145,16995
2013,23954,125,8399
2017,26592,20,18050
2018,23251,145,22500
2017,35253,20,15175
2018,25120,145,24300
2018,27427,145,21250
2014,54713,125,10495
2014,49875,260,21995
2016,25257,200,21350
2016,32962,125,15375
2017,57332,30,16000
2017,41830,20,15950
2018,7919,145,19575
2018,22625,145,27175
2018,37923,145,33075
2016,69037,20,10275
2018,16001,145,18750
2018,22936,145,22400
2018,17671,145,31050
2016,7908,145,17350
2017,30195,145,22950
2013,39761,125,8995
2018,9899,145,19760
2017,25423,0,11499
2017,25624,145,22991
2017,25284,325,35991
2016,11180,30,12495
2018,27264,145,13199
2018,26618,150,24000
2017,45380,145,23575
2019,17912,145,24975
2017,47900,20,13350
2017,33268,30,18050
2016,41638,200,32750
2016,36149,0,12400
2018,28210,145,25775
2018,24140,145,17300
2017,28000,145,20990
2020,905,145,33888
2017,14500,150,26500
2018,12640,150,34500
2015,42214,30,13450
2018,14017,150,17300
2018,11066,150,14750
2018,8874,150,27850
2016,22501,30,15399
2019,2000,145,34000
2017,35772,145,22500
2017,35412,125,13550
2018,23171,145,21600
2017,32618,20,13700
2017,26709,20,13875
2017,24592,145,25400
2017,20814,145,19300
2019,2405,145,22990
2020,2500,145,18500
2020,476,150,30990
2020,8215,145,29990
2018,15412,150,23000
2017,7431,150,20500
2015,27390,240,22750
2017,49626,150,20500
2016,23844,20,14500
2017,14912,145,16575
2017,12650,145,20875
2016,22677,30,18725
2017,41000,30,17190
2020,641,145,18500
2020,3309,145,35990
2020,2649,145,31990
2020,9985,145,30990
2019,10000,145,29990
2019,2544,145,23888
2019,1475,145,26990
2019,3918,145,29990
2017,26821,145,19990
2019,6022,145,32888
2019,3062,145,49990
2017,27524,160,23475
2018,26376,145,24000
2016,41298,20,13800
2016,20912,30,16125
2017,18054,30,12200
2017,38239,20,12250
2018,15937,145,19150
2016,32268,200,20700
2016,6828,0,13350
2016,53893,160,18575
2016,21771,20,12800
2019,6045,145,27990
2019,2721,145,24990
2019,8186,145,35990
2017,24964,20,14990
2017,31191,145,19990
2017,20630,145,20990
2019,3424,145,21990
2020,4000,150,19490
2020,315,150,21840
2020,500,150,18500
2020,500,150,30990
2020,4000,145,25888
2020,4000,145,23888
2020,4000,145,25888
2017,16023,145,14790
2016,46778,30,15990
2018,20560,145,12475
2018,13741,145,15300
2016,32137,0,12650
2017,51249,235,24725
2018,16680,145,14175
2017,50598,125,12425
2020,1000,150,30990
2019,14739,150,17996
2019,7030,150,18000
2018,9300,150,25490
2017,17787,150,20690
2016,26300,205,24000
2020,4000,145,37444
2020,4000,145,25888
2020,4000,145,26888
2019,4000,145,32444
2019,3215,145,21840
2019,4000,145,26990
2019,7138,145,31990
2018,10152,145,21890
2018,16416,145,41990
2014,26000,30,15990
2017,50095,0,9790
2017,39120,125,16990
2018,30319,145,19490
2019,14686,145,21440
2019,9455,145,29890
2019,14090,145,21490
2019,14583,145,21490
2019,14488,145,20990
2016,65019,200,28990
2019,50,145,30950
2016,22500,325,49950
2018,3027,145,37750
2019,6793,145,28950
2018,11500,145,20990
2017,32523,145,18000
2019,4165,145,23888
2020,1551,145,25888
2020,5080,145,19790
2020,3273,145,27880
2020,4000,145,23888
2019,2363,145,27444
2019,1799,145,26500
2019,3404,145,28888
2019,4838,145,32490
2019,10897,145,36444
2019,942,145,19990
2018,16753,145,53990
2019,10229,145,22990
2019,60,145,34990
2017,20026,20,13990
2017,25227,145,16440
2019,1000,145,42888
2019,150,145,31950
2019,8000,150,44950
2016,19860,145,17000
2016,42089,200,18100
2015,19963,325,46465
2016,29897,125,14875
2019,5243,145,39990
2019,7178,145,22440
2019,7470,145,22990
2019,9805,145,35990
2019,4327,145,33990
2019,2999,145,47990
2015,39522,20,14990
2019,4750,145,52950
2019,4750,145,25450
2019,2800,145,21450
2016,30675,30,21999
2019,2250,145,21999
2019,4750,145,26450
2019,6445,145,25750
2019,6540,145,22950
2015,45950,160,16950
2019,3670,145,23950
2019,7968,145,37950
2019,4750,145,19750
2019,4750,145,23750
2019,4750,145,30350
2018,13520,145,42950
2019,4750,145,33950
2016,31925,125,17950
2016,37120,200,31450
2013,34925,200,13950
2019,4750,145,55750
2019,4750,145,29950
2020,4750,145,23950
2020,4750,145,29950
2018,22018,145,15100
2018,14015,145,18100
2018,5850,145,56950
2016,31025,30,16950
2019,3339,145,36750
2018,15425,145,56950
2019,4706,145,34950
2018,5230,145,22450
2015,35117,160,17797
2019,9400,145,33997
2019,6125,145,22897
2016,25480,30,13950
2019,6000,145,51750
2018,6734,145,20500
2016,29660,20,10900
2016,39015,205,20000
2016,30539,30,10900
2019,5200,145,29950
2015,27434,20,10280
2016,31139,20,15697
2015,69134,20,9547
2019,4750,145,28950
2019,7000,145,29750
2019,4750,145,27750
2017,23250,145,22999
2017,21350,160,25999
2017,18699,145,32999
2019,4035,145,24199
2019,3517,145,28599
2019,10727,145,35399
2019,2466,145,26697
2019,6600,145,22599
2019,9800,145,22899
2019,3145,145,23997
2016,27490,145,18750
2019,1500,145,42750
2019,3300,145,24950
2019,4443,145,28950
2019,5450,145,31450
2019,5535,145,36450
2019,4800,145,34950
2019,4293,145,43950
2019,4750,145,25750
2019,4750,145,29750
2019,10000,145,19950
2019,4750,145,30995
2019,4750,145,25750
2019,4750,145,28950
2019,500,145,44750
2017,31995,150,31900
2017,46295,205,22900
2015,32600,205,20900
2018,21100,150,53999
2016,37450,125,19999
2017,30850,150,19999
2015,69150,205,18899
2019,150,145,45499
2019,1773,145,27699
2018,16850,150,34999
2017,22100,150,37900
2016,66475,30,15990
2017,40075,150,13990
2020,3500,145,32799
2020,1959,145,30299
2017,59300,0,14199
2019,100,145,26900
2019,2500,145,31399
2014,33650,260,18799
2016,41100,145,19999
2016,46200,160,20999
2016,18850,200,26999
2018,16120,145,34999
2020,1850,145,23229
2018,19250,150,36900
2016,57200,165,23900
2016,30450,30,22900
2019,9250,145,19999
2015,63579,200,28397
2017,10950,145,17997
2018,11300,145,34399
2019,6005,145,40399
2019,3032,145,30299
2016,43200,150,17990
2016,66775,150,18790
2018,16911,150,16999
2016,30000,0,10999
2016,33000,0,11499
2016,20792,145,15997
2016,22245,125,17599
2016,49800,145,20699
2019,5050,145,55990
2016,19588,125,17500
2016,25000,30,13650
2019,1983,150,32990
2017,20770,145,38799
2019,5200,145,37900
2016,46900,125,14599
2017,22975,145,23199
2017,14980,30,20999
2015,35300,125,15199
2017,24450,145,27999
2016,10750,30,20899
2016,28150,30,14937
2016,76968,30,14990
2016,38035,145,16490
2015,58549,145,14990
2017,64107,20,11600
2019,5035,145,18425
2018,21243,145,26750
2019,2550,145,29799
2019,2415,145,27399
2019,1765,145,29299
2019,2529,145,26299
2019,4231,145,26299
2019,11878,145,22299
2019,8825,145,19599
2019,9600,145,35399
2019,6455,150,18500
2015,40092,20,15000
2016,44830,20,13990
2020,4000,150,18990
2020,4000,150,21840
2017,18000,150,17990
2017,28300,145,24999
2016,29999,30,14897
2017,32000,145,24999
2019,8250,145,29999
2019,13450,145,23999
2016,50450,30,17999
2017,47750,30,19999
2019,4846,145,24000
2019,3659,145,24750
2015,39522,20,14500
2015,45521,160,16490
2016,66716,145,14490
2016,52121,30,17490
2016,68148,30,14990
2015,44523,160,15000
2016,23275,145,18000
2016,57572,30,13490
2019,4195,145,30000
2017,45000,145,47000
2017,26000,145,17750
2016,46899,30,16050
2017,33031,235,27500
2017,17372,20,14550
2018,13749,145,15900
2016,26020,30,17525
2017,23698,30,16875
2016,42357,125,15075
2018,13000,145,19500
2019,2902,145,27989
2019,3038,145,29750
2019,6500,145,29888
2020,6000,145,37888
2020,1500,145,25990
2020,1500,145,28000
2017,17001,145,15500
2019,5243,145,25000
2019,2913,145,28450
2019,5761,145,22000
2019,9534,145,27750
2018,11000,150,17990
2015,43395,160,16990
2015,49050,160,16490
2017,22000,145,21000
2014,61000,125,12990
2017,47501,145,52000
2015,46500,160,16990
2016,29122,30,12750
2017,29200,145,22500
2015,42894,160,16990
2017,34309,30,13750
2018,22500,145,15500
2016,22990,200,22000
2019,7374,145,19000
2019,2423,145,49750
2019,5394,145,28000
2019,3302,145,21000
2019,5286,145,23750
2018,17142,145,41500
2013,34447,20,13500
2019,6000,145,21500
2019,7896,145,28888
2019,7990,145,27500
2019,5000,145,54000
2020,1500,145,28888
2020,1500,145,21390
2019,5000,145,26950
2019,5000,145,25950
2019,5000,145,18950
2019,1869,150,29750
2017,66598,30,15990
2017,29300,30,16990
2015,33814,20,14383
2015,21100,325,28990
2016,38200,145,17490
2015,40675,145,15790
2017,33300,145,17490
2020,2500,145,37888
2020,1500,145,37444
2017,32568,145,51500
2016,27319,0,11500
2019,1445,145,26500
2020,5000,145,26450
2015,29916,200,20750
2016,18228,20,19995
2017,14250,145,19250
2020,5000,145,71450
2020,5000,145,30950
2019,5000,150,19750
2017,28036,30,20950
2013,24619,205,15650
2019,5000,145,19950
2019,5000,145,32450
2019,5000,145,28950
2018,12115,145,21450
2017,6223,145,20750
2019,3098,145,37950
2019,2850,145,27950
2018,7898,150,28995
2014,32126,20,13450
2016,43420,30,15450
2019,9478,150,18850
2017,21496,150,20650
2019,5000,150,17250
2020,5000,150,31950
2014,22789,265,24250
2015,35000,205,19875
2016,53000,200,19490
2019,10501,145,29995
2019,6034,145,26995
2019,8365,145,27995
2020,2142,145,30995
2019,5000,145,28950
2019,500,145,42950
2016,22398,20,18750
2019,5000,145,39950
2017,12368,145,23450
2019,5500,145,28450
2017,8865,145,21650
2016,22166,200,20650
2017,15328,300,53450
2019,8917,145,32450
2016,43296,200,22950
2020,3000,145,72995
2020,2000,145,69950
2020,3000,145,23950
2016,42165,30,19950
2019,5786,145,22950
2016,38298,125,13750
2015,43819,260,24500
2019,7388,145,23750
2016,44071,300,44990
2019,15561,145,22250
2019,14216,145,21500
2016,27386,125,20450
2017,15996,200,26950
2016,24019,200,19950
2016,17625,200,21950
2015,36285,145,17450
2020,1817,145,28995
2019,3248,145,21995
2019,2085,145,20995
2019,1853,145,28995
2016,30200,30,10250
2016,30887,30,11995
2019,5326,145,29450
2018,7968,145,40995
2019,2000,145,38950
2019,5000,145,21750
2019,7500,145,24950
2019,5789,145,20250
2016,18018,30,13750
2015,61335,30,10280
2015,54000,145,13450
2013,29323,160,15900
2013,22089,125,10379
2016,8915,160,26950
2019,8928,150,22450
2014,38628,200,19950
2019,3000,145,119450
2019,2468,145,21950
2019,5000,145,52950
2020,5000,145,26950
2020,5000,145,29950
2019,7500,145,45995
2020,3000,145,33995
2019,8000,145,52995
2019,6000,145,30995
2019,15885,145,33999
2016,17114,200,21995
2019,5678,145,24950
2019,2715,145,51950
2016,29018,30,18450
2016,21268,125,16450
2019,7500,145,25995
2017,10000,20,14995
2019,1832,145,29995
2020,609,145,35995
2020,1014,145,29995
2019,7687,145,29995
2019,2000,150,20995
2017,31100,150,32995
2017,25400,150,19995
2019,10300,150,19995
2019,10300,150,26995
2017,7800,150,12495
2019,4300,150,19995
2019,6900,150,19995
2016,35100,145,17995
2019,8922,145,24600
2017,20748,145,36979
2019,8904,150,29900
